Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility_30d
2023-11-28 05:00:00+00:00,48.2075878909,48.2945384452,47.4450368283,47.7928314209,401491000,0.0,0.0,-0.008726787241886802,
2023-11-29 05:00:00+00:00,48.3505100331,48.7332838954,47.8318146784,48.1116485596,382005000,0.0,0.0,0.006670815041114775,
2023-11-30 05:00:00+00:00,47.9957098528,48.0816615432,46.3946561296,46.7424507141,526247000,0.0,0.0,-0.02845875970772138,
2023-12-01 05:00:00+00:00,46.4975931674,47.1721947555,46.1597910362,46.737449646,369317000,0.0,0.0,-0.00010699199600361364,
2023-12-04 05:00:00+00:00,46.0498598167,46.0498598167,44.9834869492,45.4831924438,437543000,0.0,0.0,-0.026836235432186162,
2023-12-05 05:00:00+00:00,45.4432163179,46.5766469351,45.2483143385,46.5426673889,371718000,0.004,0.0,0.02329376827295282,
2023-12-06 05:00:00+00:00,47.1913379064,47.3632525915,45.3892400938,45.4801940918,380590000,0.0,0.0,-0.02282794168675839,
2023-12-07 05:00:00+00:00,45.6770962549,46.6056315009,45.5811436984,46.5726470947,350823000,0.0,0.0,0.024020412065413055,
2023-12-08 05:00:00+00:00,46.5716502403,47.7170758335,46.5266708093,47.4821929932,359224000,0.0,0.0,0.01952961567012812,
2023-12-11 05:00:00+00:00,47.4672031526,47.5071802107,45.8070361895,46.6036338806,509728000,0.0,0.0,-0.018502917772265093,
2023-12-12 05:00:00+00:00,46.0229249848,47.6421120367,46.0229249848,47.6331176758,372387000,0.0,0.0,0.02209020433551534,
2023-12-13 05:00:00+00:00,47.6051341847,48.5696507648,47.5841447996,48.0639038086,447792000,0.0,0.0,0.00904383659562269,
2023-12-14 05:00:00+00:00,48.3657483859,48.6456068417,47.3982350008,48.3257675171,391232000,0.0,0.0,0.005448240524589698,
2023-12-15 05:00:00+00:00,48.1698472518,49.3792399309,48.0958830262,48.8654975891,479948000,0.0,0.0,0.011168577339387697,
2023-12-18 05:00:00+00:00,49.3752439211,50.4077233493,49.1253692126,50.051902771,412587000,0.0,0.0,0.024278995209999543,
2023-12-19 05:00:00+00:00,49.3992258154,49.6750884455,48.8704916498,49.5791358948,464444000,0.0,0.0,-0.009445532537754486,0.2775390634258491
2023-12-20 05:00:00+00:00,49.6301122428,49.9739416029,48.073893387,48.0868873596,397894000,0.0,0.0,-0.030098316726744567,0.29341573110789293
2023-12-21 05:00:00+00:00,48.7865391388,49.0703972085,48.3947334854,48.9654502869,300425000,0.0,0.0,0.01827032223420888,0.2954124488097873
2023-12-22 05:00:00+00:00,49.170341649,49.3582471431,48.4427059044,48.8055267334,252507000,0.0,0.0,-0.0032660488683954325,0.2951673244947362
2023-12-26 05:00:00+00:00,48.9434542231,49.5751374146,48.9354588125,49.2542991638,244200000,0.0,0.0,0.009195114988747477,0.28407622674927896
2023-12-27 05:00:00+00:00,49.4861932858,49.6551073245,49.0604042389,49.3922386169,233648000,0.0,0.0,0.0028005566101199086,0.2837354095551542
2023-12-28 05:00:00+00:00,49.6181224946,49.8589990309,49.3872354562,49.4971809387,246587000,0.0,0.0,0.0021246723116552513,0.276995158816555
2023-12-29 05:00:00+00:00,49.7880354673,49.9719451756,48.7265674242,49.4971809387,389293000,0.0,0.0,0.0,0.27306068203990264
2024-01-02 05:00:00+00:00,49.2193169392,49.2702900649,47.5711452052,48.1438560486,411254000,0.0,0.0,-0.027341453885546096,0.28236146436657605
2024-01-03 05:00:00+00:00,47.4611970456,48.1598441455,47.2962788427,47.5451545715,320896000,0.0,0.0,-0.012435677700922576,0.28428780167095413
2024-01-04 05:00:00+00:00,47.7430623796,48.4756967835,47.4841932924,47.9739494324,306535000,0.0,0.0,0.009018686862299674,0.2771603681875783
2024-01-05 05:00:00+00:00,48.4377152305,49.5221705713,48.2817913657,49.0723953247,415039000,0.0,0.0,0.022896715932212652,0.28488995240299975
2024-01-08 05:00:00+00:00,49.4871868602,52.2488026017,49.4542024534,52.2268104553,642510000,0.0,0.0,0.06428084689422664,0.3319063681830658
2024-01-09 05:00:00+00:00,52.3747446758,54.2977804135,51.6640985842,53.1133728027,773100000,0.0,0.0,0.016975234360880442,0.32778222251649186
2024-01-10 05:00:00+00:00,53.5891320258,54.5726362507,53.4621929559,54.3227615356,533796000,0.0,0.0,0.022769947926156275,0.33199409991859924
2024-01-11 05:00:00+00:00,54.97143457,55.3182607726,53.5331566329,54.7945213318,596759000,0.0,0.0,0.00868438538219074,0.3299343550390367
