Date,AAPL,AAPL_log_returns
2019-01-10,151.164627,0.0031913084140249405
2019-01-11,149.680466,-0.009866692693156397
2019-01-14,147.429718,-0.015151221181643039
2019-01-15,150.447128,0.02026013940764213
2019-01-16,152.28508,0.012142577063234848
2019-01-17,153.189301,0.005920127494552715
2019-01-18,154.132858,0.0061405267221026245
2019-01-22,150.673172,-0.022701877552095698
2019-01-23,151.282547,0.0040361933152843745
2019-01-24,150.083435,-0.007957887749286689
2019-01-25,155.056747,0.032599786805700824
2019-01-28,153.621765,-0.009297649700935072
2019-01-29,152.02951,-0.010418863154467927
2019-01-30,162.418411,0.06610114278901881
2019-01-31,163.587997,0.007175263977938573
2019-02-01,163.666641,0.00048062879716265374
2019-02-04,168.315582,0.028008999277707964
2019-02-05,171.195389,0.016964848352419883
2019-02-06,171.254364,0.00034443009560605856
2019-02-07,168.01091,-0.019121042258414118
2019-02-08,168.208328,0.0011743410273738735
2019-02-11,167.240967,-0.00576757021709054
2019-02-12,168.682114,0.00858027282475375
2019-02-13,167.981277,-0.00416343464187194
2019-02-14,168.593292,0.0036367315353110687
2019-02-15,168.218201,-0.0022273061511324335
2019-02-19,168.721588,0.0029879960215973586
2019-02-20,169.807388,0.006414834772643775
2019-02-21,168.84993,-0.005654450680145899
2019-02-22,170.735229,0.01110365585806245
2019-02-25,171.978958,0.007258143999935133
2019-02-26,172.077667,0.0005737950996191533
2019-02-27,172.610687,0.0030927672413940182
2019-02-28,170.912918,-0.009884519133250716
2019-03-01,172.709381,0.010456127978684077
2019-03-04,173.578033,0.005016952894415757
2019-03-05,173.262161,-0.001821427232438976
2019-03-06,172.265228,-0.005770516596546595
2019-03-07,170.271317,-0.011642165195398957
2019-03-08,170.676025,0.0023740216756235424
2019-03-11,176.588608,0.03405560987545666
2019-03-12,178.572662,0.011172809689277032
2019-03-13,179.36232,0.00441230570258797
2019-03-14,181.356216,0.011055247283099902
2019-03-15,183.715332,0.012924309502016241
2019-03-18,185.590805,0.010156826194108473
2019-03-19,184.120056,-0.007956254000529128
2019-03-20,185.728989,0.008700539700413406
2019-03-21,192.569427,0.03616818564713244
2019-03-22,188.58165,-0.020925678844463426
2019-03-25,186.301483,-0.012164831746564882
2019-03-26,184.376678,-0.010385409785360171
2019-03-27,186.034973,0.008953854850463802
2019-03-28,186.281738,0.0013255651913674604
2019-03-29,187.495865,0.006496543722503308
2019-04-01,188.769211,0.0067683712483843205
2019-04-02,191.51329,0.014432042608137042
2019-04-03,192.826111,0.006831597814013423
2019-04-04,193.161682,0.0017387652699393456
2019-04-05,194.454758,0.006671960543138007
2019-04-08,197.514709,0.015613528199782067
2019-04-09,196.92247,-0.003002959541275891
2019-04-10,198.027985,0.005598261114973254
2019-04-11,196.379578,-0.008358950247209503
2019-04-12,196.300613,-0.00040218479502777157
2019-04-15,196.65596,0.0018085820229337252
2019-04-16,196.675705,0.00010039873101280516
2019-04-17,200.505585,0.0192858969175119
2019-04-18,201.226151,0.0035873032083851785
2019-04-22,201.887497,0.0032811917762188905
2019-04-23,204.799362,0.01432018122125487
2019-04-24,204.483505,-0.0015434658431727054
2019-04-25,202.627808,-0.009116474010858857
2019-04-26,201.660461,-0.004785441083653072
2019-04-29,201.966461,0.0015162519740197062
2019-04-30,198.077362,-0.019443977406285794
2019-05-01,207.80011,0.04791893646396135
2019-05-02,206.4478,-0.006529012078068524
2019-05-03,209.014221,0.012354696770120204
2019-05-06,205.786469,-0.015563219773072404
2019-05-07,200.239075,-0.02732704528291825
2019-05-08,200.278534,0.00019704002641068378
2019-05-09,198.126709,-0.010802297220757455
2019-05-10,195.381973,-0.013950292018003336
2019-05-13,184.026489,-0.05987676923986776
2019-05-14,186.939667,0.015706219228661625
2019-05-15,189.179062,0.011908056099262425
